City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,kas,36.2018,29.6377,17.04,81,40,3.17,TR,1701656730
291,constantia,44.1833,28.65,1.5,74,100,6.46,RO,1701656730
292,champerico,14.3,-91.9167,27.4,74,6,0.89,GT,1701656730
293,mont-dore,-22.2833,166.5833,33.99,58,52,3.58,NC,1701656730
294,ventspils,57.3894,21.5606,-4.04,100,40,1.03,LV,1701656731
295,puerto cabezas,14.0351,-83.3888,25.5,92,86,3.56,NI,1701656625
296,vorgashor,67.5833,63.95,-27.09,97,98,1.91,RU,1701656731
297,waynesville,35.4887,-82.9887,10.92,78,89,0.89,US,1701656731
298,chornobay,49.6708,32.3239,-1.79,70,100,5.73,UA,1701656731
299,sungai penuh,-2.0833,101.3833,20.18,88,100,0.64,ID,1701656732
300,sabha,27.0377,14.4283,14.12,38,40,4.08,LY,1701656732
301,tosontsengel,48.7567,98.2839,-12.02,84,100,1.1,MN,1701656732
302,kanor,24.4333,74.2667,18.2,94,7,3.36,IN,1701656733
303,altai,46.3722,96.2583,-4.72,58,13,9.21,MN,1701656733
304,monrovia,6.3005,-10.7969,24.87,82,89,3.05,LR,1701656733
305,upington,-28.4478,21.2561,22.21,23,0,2.57,ZA,1701656733
306,maintirano,-18.0667,44.0167,25.88,75,99,1.01,MG,1701656733
307,dickinson,29.4608,-95.0513,17.29,73,0,3.09,US,1701656734
308,bintulu,3.1667,113.0333,30.23,79,40,2.06,MY,1701656734
309,tindouf,27.6711,-8.1474,14.25,47,0,3.09,DZ,1701656734
310,lompoc,34.6391,-120.4579,15.99,83,0,8.49,US,1701656683
311,tianfu,37.1936,122.0511,9.86,56,19,5.75,CN,1701656734
312,greymouth,-42.4667,171.2,15.9,66,37,3.43,NZ,1701656734
313,palmer,42.1584,-72.3287,5.57,85,100,3.6,US,1701656735
314,kuta,-8.7233,115.1723,25.97,94,40,1.54,ID,1701656735
315,sola,-13.8833,167.55,26.89,84,97,8.49,VU,1701656735
316,kadan,50.3833,13.2667,-5.12,97,70,1.18,CZ,1701656735
317,yarmouth,41.7057,-70.2286,8.41,96,100,6.17,US,1701656735
318,el alto,-4.2714,-81.2147,19.81,86,61,5.97,PE,1701656735
319,sim,54.993,57.6982,-5.5,96,100,1.53,RU,1701656736
320,chernyshevskiy,63.0128,112.4714,-43.84,100,64,1.34,RU,1701656736
321,waddan,29.1614,16.139,13.47,85,1,4.07,LY,1701656736
322,boguchany,58.3814,97.4531,0.48,93,100,5.36,RU,1701656736
323,petrozavodsk,61.7849,34.3469,-10.3,99,100,2.0,RU,1701656736
324,nyurba,63.2842,118.3319,-50.33,100,73,0.53,RU,1701656736
325,vorkuta,67.5,64.0,-26.98,97,97,1.96,RU,1701656483
326,kuanda,56.3161,116.0806,-15.4,94,100,0.9,RU,1701656737
327,leh,34.1667,77.5833,-7.71,46,70,2.26,IN,1701656737
328,cabo san lucas,22.8909,-109.9124,24.31,62,0,0.0,MX,1701656638
329,flagstaff,35.1981,-111.6513,4.81,65,0,1.54,US,1701656597
330,alice springs,-23.7,133.8833,36.75,13,0,4.12,AU,1701656737
331,urzhar,47.093,81.6294,-0.6,69,100,4.54,KZ,1701656738
332,coquimbo,-29.9533,-71.3436,14.85,82,0,3.09,CL,1701656738
333,malango,-2.9627,119.9001,25.31,81,75,1.08,ID,1701656738
334,siddipet,18.1,78.85,20.9,70,100,2.3,IN,1701656738
335,huarmey,-10.0681,-78.1522,20.3,86,100,4.22,PE,1701656738
336,siwa oasis,29.2041,25.5195,14.4,74,0,2.08,EG,1701656738
337,pisco,-13.7,-76.2167,21.12,77,0,7.72,PE,1701656739
338,arraial do cabo,-22.9661,-42.0278,23.96,92,100,9.15,BR,1701656719
339,umbertide,43.3055,12.3366,4.34,82,47,2.0,IT,1701656739
340,kavaratti,10.5669,72.642,28.48,75,44,4.67,IN,1701656739
341,stettler,52.3168,-112.7186,-1.14,100,100,2.06,CA,1701656739
342,salta,-24.7859,-65.4117,16.43,92,100,2.57,AR,1701656119
343,tura,25.5198,90.2201,19.6,68,63,1.54,IN,1701656740
344,nikolayevsk-on-amure,53.1406,140.73,-9.38,85,100,1.72,RU,1701656740
345,kapuskasing,49.4169,-82.4331,-9.95,85,20,3.09,CA,1701656740
346,san clemente del tuyu,-36.3569,-56.7235,14.43,65,1,6.54,AR,1701656740
347,buka,40.8108,69.1986,9.44,43,60,0.47,UZ,1701656740
348,bestobe,52.4994,73.0975,-11.12,75,100,7.42,KZ,1701656740
349,newman,37.3138,-121.0208,14.45,50,100,1.34,US,1701656740
350,fukuecho,32.6881,128.8419,14.2,51,20,0.51,JP,1701656741
351,dzhetygara,52.1908,61.2006,-3.87,85,100,4.65,KZ,1701656741
352,san antonio de pale,-1.4014,5.6325,26.59,85,39,3.74,GQ,1701656741
353,basni,27.1667,73.65,15.68,48,0,3.14,IN,1701656741
354,yamada,39.4667,141.95,8.55,60,4,2.23,JP,1701656741
355,wamba,8.9333,8.6,23.23,36,25,2.11,NG,1701656741
356,akureyri,65.6835,-18.0878,-6.04,93,40,2.06,IS,1701656741
357,ust-nera,64.5667,143.2,-38.36,98,100,2.01,RU,1701656742
358,aykhal,66.0,111.5,-38.68,99,57,2.39,RU,1701656742
359,carupano,10.6678,-63.2585,24.93,89,7,4.17,VE,1701656742
360,tucuma,-0.1833,-50.05,26.34,82,64,3.67,BR,1701656742
361,angaur state,6.906,134.13,27.45,81,100,8.61,PW,1701656742
362,whitewater,42.8336,-88.7323,1.67,88,100,2.21,US,1701656742
363,kiuruvesi,63.65,26.6167,-12.08,98,95,0.59,FI,1701656743
364,dryden,49.7833,-92.7503,-0.84,86,100,4.12,CA,1701656743
365,lashio,22.9333,97.75,18.28,83,75,0.49,MM,1701656743
366,cam ranh,11.9214,109.1591,25.98,94,75,1.54,VN,1701656743
367,murun-kuren,49.6342,100.1625,-9.57,80,100,1.55,MN,1701656743
368,mejit,10.2753,170.8646,27.24,76,100,9.32,MH,1701656743
369,bihpuriagaon,27.0333,93.9,18.08,63,93,1.73,IN,1701656743
370,penzance,50.1186,-5.5371,10.38,83,73,9.72,GB,1701656744
371,ambovombe,-25.1667,46.0833,19.7,77,0,4.89,MG,1701656744
372,gizo,-8.103,156.8419,25.8,93,100,9.47,SB,1701656744
373,enewetak,11.3474,162.3373,27.48,79,94,9.22,MH,1701656744
374,keflavik,64.0049,-22.5624,1.24,69,100,6.69,IS,1701656744
375,singkil,-7.9855,111.4161,29.26,71,100,2.12,ID,1701656744
376,waingapu,-9.6567,120.2641,30.61,65,50,2.04,ID,1701656744
377,port moresby,-9.4431,147.1797,32.68,66,40,5.14,PG,1701656744
378,preobrazheniye,42.9019,133.9064,3.19,77,97,4.49,RU,1701656745
379,ta`u,-14.2336,-169.5144,27.17,80,0,8.52,AS,1701656745
380,samho-rodongjagu,39.9475,127.8711,5.33,53,72,5.79,KP,1701656745
381,sesheke,-17.4759,24.2968,23.94,39,37,2.88,ZM,1701656745
382,canutama,-6.5339,-64.3831,24.19,93,93,1.23,BR,1701656745
383,nakhon si thammarat,8.25,100.0,28.0,87,100,0.92,TH,1701656745
384,ouani,-12.1322,44.4258,27.23,77,44,1.9,KM,1701656745
385,thurso,58.5927,-3.5259,4.14,86,80,4.95,GB,1701656746
386,mount pearl,47.5166,-52.7813,0.18,78,75,2.57,CA,1701656746
387,noosa heads,-26.3833,153.15,27.84,78,11,5.78,AU,1701656746
388,carnarvon,-24.8667,113.6333,28.1,51,2,7.06,AU,1701656746
389,qom,34.6401,50.8764,9.55,34,0,0.88,IR,1701656746
390,hastings,50.8552,0.5729,7.86,44,100,12.09,GB,1701656746
391,altay,47.8667,88.1167,-2.13,98,100,2.98,CN,1701656746
392,qaisumah,28.3112,46.1273,11.98,50,0,1.54,SA,1701656746
393,namtsy,62.7161,129.6658,-42.49,99,99,1.03,RU,1701656747
394,homer,59.6425,-151.5483,0.93,64,0,2.06,US,1701656747
395,conde,-7.2597,-34.9075,26.7,83,40,2.57,BR,1701656747
396,val-d'or,48.1002,-77.7828,-6.95,93,100,5.14,CA,1701656747
397,sault ste. marie,46.5168,-84.3333,-2.69,58,40,3.6,CA,1701656747
398,katsuura,35.1333,140.3,12.6,39,0,2.05,JP,1701656747
399,chake chake,-5.2459,39.7666,25.19,87,100,2.93,TZ,1701656748
400,la libertad,-2.2333,-80.9,22.87,82,91,3.9,EC,1701656748
401,colonia,50.9333,6.95,1.14,76,0,4.63,DE,1701656748
402,port hedland,-20.3167,118.5667,31.03,62,2,4.63,AU,1701656748
403,veinticinco de mayo,-35.4323,-60.1727,13.32,85,0,1.3,AR,1701656748
404,janja,44.6653,19.2478,-4.08,71,0,0.79,BA,1701656748
405,tidjikja,18.5564,-11.4271,23.03,24,0,4.81,MR,1701656748
406,brisas de zicatela,15.8369,-97.0419,26.83,77,0,2.17,MX,1701656749
407,pamanukan,-6.2842,107.8106,27.58,76,100,1.15,ID,1701656749
408,mahina,-17.5065,-149.489,31.87,58,75,4.63,PF,1701656749
409,kralendijk,12.15,-68.2667,27.99,78,75,5.66,BQ,1701656749
410,ceelbuur,4.685,46.6176,24.09,76,64,7.13,SO,1701656749
411,kirakira,-10.4544,161.9205,27.71,84,95,5.38,SB,1701656749
412,sinabang,2.4803,96.3801,27.39,78,100,2.04,ID,1701656749
413,carentan,49.3031,-1.2481,5.82,89,100,9.98,FR,1701656749
414,ubari,26.5921,12.7805,13.67,26,0,2.72,LY,1701656749
415,corfu,39.62,19.9197,12.12,76,40,0.0,GR,1701656750
416,chingirlau,51.095,54.0814,3.75,86,100,7.69,KZ,1701656750
417,omidiyeh,30.7597,49.705,9.93,87,92,0.0,IR,1701656750
418,meizhou,24.2977,116.1072,15.2,82,100,1.72,CN,1701656700
419,turkmenbasy,40.0222,52.9552,13.43,44,0,3.09,TM,1701656750
420,san isidro de curuguaty,-24.5167,-55.7,20.78,98,100,4.39,PY,1701656750
421,mocimboa,-11.3167,40.35,24.08,92,100,1.82,MZ,1701656750
422,puerto gaitan,4.3133,-72.0816,27.31,56,15,3.01,CO,1701656750
423,megion,61.0296,76.1136,-28.88,91,7,5.15,RU,1701656750
424,klaksvik,62.2266,-6.589,-0.49,61,95,5.59,FO,1701656751
425,dailekh,28.8333,81.6667,12.73,64,100,2.59,NP,1701656751
426,tutong,4.8,114.65,31.05,78,48,2.19,BN,1701656751
427,dunedin,-45.8742,170.5036,13.78,55,17,3.13,NZ,1701656751
428,kapit,2.0167,112.9333,29.57,70,100,1.15,MY,1701656751
429,al kharijah,25.4514,30.5464,16.38,55,93,2.59,EG,1701656751
430,jaisalmer,26.9147,70.9181,17.07,35,0,2.89,IN,1701656555
431,tongouson,5.0214,120.1328,28.71,74,73,3.83,PH,1701656751
432,najran,17.4924,44.1277,11.36,56,0,0.69,SA,1701656752
433,kelso,46.1468,-122.9084,11.94,97,100,0.0,US,1701656752
434,parintins,-2.6283,-56.7358,25.07,85,100,0.61,BR,1701656456
435,verkh-chebula,56.0308,87.6218,-4.8,92,100,8.83,RU,1701656752
436,saint-joseph,-21.3667,55.6167,20.26,71,25,1.16,RE,1701656752
437,medina,24.4686,39.6142,21.24,28,0,3.6,SA,1701656752
438,manado,1.487,124.8455,31.43,70,40,2.06,ID,1701656752
439,gadzhiyevo,69.2551,33.3362,-5.01,93,100,1.85,RU,1701656752
440,hotan,37.0997,79.9269,1.54,36,8,1.43,CN,1701656752
441,shitanjing,39.2342,106.3439,2.4,29,12,4.12,CN,1701656753
442,aioun,16.6614,-9.6149,24.39,16,8,4.72,MR,1701656753
443,oltinko'l,40.8011,72.1634,8.75,34,78,1.52,UZ,1701656753
444,chipinge,-20.1883,32.6236,14.12,65,6,1.51,ZW,1701656753
445,mana,5.6592,-53.7767,26.07,90,52,4.13,GF,1701656753
446,shumikha,55.2261,63.2961,-14.6,93,100,1.21,RU,1701656753
447,peterborough,52.5736,-0.2478,7.21,100,100,3.6,GB,1701656753
448,morro agudo,-20.7314,-48.0578,26.11,59,97,1.76,BR,1701656753
449,moncks corner,33.196,-80.0131,20.02,93,40,1.54,US,1701656754
450,balcarce,-37.8462,-58.2552,8.79,85,0,1.57,AR,1701656754
451,anshan,41.1236,122.99,5.89,58,5,5.05,CN,1701656754
452,kulhudhuffushi,6.6221,73.07,28.54,75,50,4.22,MV,1701656754
453,sisimiut,66.9395,-53.6735,-6.19,80,100,1.85,GL,1701656689
454,orchard homes,46.8633,-114.0484,1.27,94,100,1.79,US,1701656754
455,aguazul,5.1728,-72.5471,26.43,61,94,1.2,CO,1701656754
456,urangan,-25.3,152.9,27.36,71,13,3.29,AU,1701656754
457,toliara,-23.35,43.6667,21.46,64,0,3.95,MG,1701656755
458,irymple,-34.25,142.1667,33.94,24,24,0.45,AU,1701656755
459,shingu,33.7333,135.9833,12.72,38,0,0.13,JP,1701656755
460,obo,5.3998,26.4869,22.18,84,100,1.6,CF,1701656755
461,crescentino,45.1904,8.0999,3.92,79,36,1.14,IT,1701656755
462,zaozersk,69.4005,32.4476,-7.07,96,100,1.46,RU,1701656755
463,chernyshevsk,52.5243,117.0174,-15.85,97,86,1.5,RU,1701656755
464,bosansko grahovo,44.1794,16.3639,-3.1,59,0,2.35,BA,1701656755
465,shiyan,32.6475,110.7781,13.56,59,7,2.48,CN,1701656755
466,semnan,35.5729,53.3971,7.26,37,0,0.48,IR,1701656756
467,sumbawa besar,-8.5,117.4333,31.69,59,100,1.97,ID,1701656756
468,kailua-kona,19.6406,-155.9956,27.98,82,40,2.57,US,1701656705
469,pogar,52.554,33.2591,-10.77,93,99,4.74,RU,1701656756
470,lake monticello,37.9232,-78.3347,17.53,60,100,0.89,US,1701656756
471,lospalos,-8.5186,127.0025,32.03,51,32,3.65,TL,1701656756
472,arteche,12.2645,125.4048,27.47,89,94,4.85,PH,1701656756
473,markovo,57.3206,107.0881,-6.96,94,100,3.54,RU,1701656756
474,yangchun,22.1667,111.7833,20.52,67,95,2.44,CN,1701656756
475,la cruz,23.9167,-106.9,21.06,65,0,3.85,MX,1701656757
476,richards bay,-28.783,32.0377,19.97,85,34,2.07,ZA,1701656757
477,carbonear,47.7332,-53.2148,1.18,77,91,2.13,CA,1701656757
478,mil'kovo,55.6078,37.7956,-6.27,94,93,4.46,RU,1701656757
479,chul'man,56.8479,124.9104,-16.34,96,100,1.62,RU,1701656757
480,saint-pierre,-21.3393,55.4781,20.87,64,11,4.12,RE,1701656757
481,moroni,-11.7022,43.2551,26.53,80,51,0.92,KM,1701656757
482,broome,42.2506,-75.833,8.9,89,100,4.63,US,1701656757
483,alofi,-19.0595,-169.9187,29.94,66,3,6.6,NU,1701656758
484,sigayevo,56.4216,53.7757,-8.06,95,100,5.52,RU,1701656758
485,rio grande,-32.035,-52.0986,19.97,77,100,9.61,BR,1701656758
486,walvis bay,-22.9575,14.5053,16.53,88,99,3.6,NA,1701656758
487,gumla,23.05,84.55,18.63,72,100,1.49,IN,1701656758
488,pathein,16.7833,94.7333,25.69,70,34,4.69,MM,1701656758
489,konarka,19.9,86.1167,24.22,64,100,3.65,IN,1701656758
490,freetown,8.484,-13.2299,25.84,89,40,2.57,SL,1701656758
491,fale old settlement,-9.3852,-171.2468,29.59,73,100,7.15,TK,1701656759
492,nemuro,43.3236,145.575,3.78,66,58,1.98,JP,1701656759
493,arkhangel'sk,64.5401,40.5433,-14.94,85,100,1.0,RU,1701656658
494,kingscliff,-28.2667,153.5667,28.76,57,12,7.72,AU,1701656759
495,kirensk,57.7853,108.1119,-5.58,86,100,4.02,RU,1701656759
496,tromso,69.6496,18.957,-1.99,80,100,5.66,NO,1701656759
497,roccella ionica,38.322,16.4009,12.53,74,39,3.13,IT,1701656759
498,nova vicosa,-17.8919,-39.3719,25.31,85,8,5.13,BR,1701656760
499,igarka,67.4667,86.5833,-36.22,97,15,3.05,RU,1701656659
500,sungjibaegam,41.2428,128.7989,-1.13,40,0,2.28,KP,1701656760
501,mozarlandia,-14.7447,-50.5706,22.86,93,78,4.65,BR,1701656760
502,jilikul,37.4917,68.5311,10.87,37,0,2.16,TJ,1701656760
503,deqen,29.9618,90.7188,-1.46,15,94,0.87,CN,1701656760
504,wodzislaw slaski,50.0038,18.4721,-3.0,98,82,2.0,PL,1701656760
505,samus',56.7475,84.6992,-8.89,89,100,6.43,RU,1701656760
506,prince rupert,54.3161,-130.3201,9.05,79,100,10.29,CA,1701656760
507,yangambi,0.8102,24.4336,21.41,99,100,1.4,CD,1701656761
508,zharkent,44.1628,80.0,5.4,60,100,1.7,KZ,1701656761
509,mount isa,-20.7333,139.5,37.87,19,0,2.57,AU,1701656761
510,urbana,40.1106,-88.2073,2.81,91,0,0.89,US,1701656761
511,karlskoga,59.3267,14.5239,-12.93,94,97,1.29,SE,1701656761
512,praia,14.9215,-23.5087,24.3,78,20,8.23,CV,1701656761
513,al hada,21.3675,40.2869,10.66,41,0,7.48,SA,1701656761
514,minas de marcona,-15.2119,-75.1103,14.36,83,36,5.88,PE,1701656762
515,tanumah,27.1,44.1333,16.04,47,47,2.52,SA,1701656762
516,parry sound,45.3501,-80.033,-1.97,86,97,3.96,CA,1701656762
517,waat,51.1454,6.4958,1.67,84,100,4.63,DE,1701656762
518,paragominas,-2.9667,-47.4833,22.58,97,8,1.44,BR,1701656762
519,cidreira,-30.1811,-50.2056,21.1,95,100,4.28,BR,1701656763
520,myskhako,44.6714,37.7433,12.55,94,93,1.64,RU,1701656763
521,port lincoln,-34.7333,135.8667,25.13,46,3,5.06,AU,1701656763
522,caleta de carquin,-11.0925,-77.6267,19.67,85,97,4.44,PE,1701656763
523,ola,59.5833,151.2833,-18.62,84,68,3.18,RU,1701656763
524,bubaque,11.2833,-15.8333,27.91,67,90,4.63,GW,1701656764
525,gamba,-2.65,10.0,23.86,92,100,1.3,GA,1701656764
526,la sarre,48.8002,-79.1996,-10.31,92,100,3.46,CA,1701656764
527,brosteni,47.2333,25.7,-4.77,81,8,0.86,RO,1701656764
528,tumut,-35.3,148.2167,24.5,46,0,2.63,AU,1701656764
529,green river,41.5286,-109.4662,2.77,23,99,4.02,US,1701656764
530,makokou,0.5738,12.8642,21.37,98,100,0.09,GA,1701656765
531,narvik,68.4384,17.4272,-6.52,93,64,2.01,NO,1701656765
532,bongor,10.2806,15.3722,23.82,20,20,3.03,TD,1701656765
533,inderbor,48.55,51.7833,7.34,89,100,6.22,KZ,1701656765
534,piton saint-leu,-21.2196,55.3151,20.04,64,14,4.12,RE,1701656765
535,cururupu,-1.8283,-44.8683,25.74,83,100,1.49,BR,1701656766
536,hovd,48.0056,91.6419,-1.02,58,31,7.48,MN,1701656467
537,great falls,47.5002,-111.3008,6.49,54,0,12.35,US,1701656766
538,ebon,4.582,168.6964,28.31,78,51,7.11,MH,1701656766
539,novofedorivka,46.1713,32.3178,3.17,62,100,6.36,UA,1701656766
540,pennagaram,12.1333,77.9,21.77,92,100,2.18,IN,1701656767
541,launceston,-41.45,147.1667,19.8,55,100,7.2,AU,1701656643
542,ormara,25.2088,64.6357,23.76,34,0,3.47,PK,1701656767
543,suntar,62.1444,117.6319,-45.87,100,69,1.46,RU,1701656767
544,betio village,1.358,172.9211,32.02,76,20,7.38,KI,1701656767
545,nar'yan-mar,67.6713,53.087,-16.79,95,93,4.69,RU,1701656767
546,paradip garh,20.3167,86.6167,25.37,66,100,3.66,IN,1701656768
547,arkhara,49.4212,130.0842,-10.13,92,100,4.02,RU,1701656768
548,paramonga,-10.6667,-77.8333,19.65,87,100,4.08,PE,1701656768
549,thal,35.4791,72.2439,-0.71,45,0,4.13,PK,1701656768
550,fort st. john,56.2499,-120.8529,-4.06,100,75,4.63,CA,1701656768
551,auki,-8.7676,160.7034,29.81,68,63,3.01,SB,1701656769
552,al muwayh,22.4333,41.7583,17.72,39,8,5.76,SA,1701656769
553,zheleznogorsk-ilimskiy,56.5768,104.1217,-5.35,95,100,4.02,RU,1701656769
554,hilo,19.7297,-155.09,23.94,98,100,3.6,US,1701656769
555,belel,7.05,14.4333,17.9,38,80,0.57,CM,1701656769
556,niquero,20.0431,-77.5828,25.14,77,15,0.67,CU,1701656769
557,oak ridge,36.0104,-84.2696,11.9,73,0,0.0,US,1701656769
558,ippy,6.2679,21.2247,22.81,83,100,1.39,CF,1701656770
559,dolbeau-mistassini,48.8763,-72.212,-4.64,76,100,3.89,CA,1701656770
560,grootfontein,-19.5667,18.1167,21.76,60,99,3.09,NA,1701656770
561,labrador city,52.9463,-66.9114,-15.05,78,100,2.06,CA,1701656770
562,bridgewater,44.3835,-64.5155,1.79,95,100,5.14,CA,1701656770
563,port said,31.2565,32.2841,21.66,79,100,3.15,EG,1701656771
564,colchani,-20.3,-66.9333,15.19,48,98,5.49,BO,1701656771
565,kodinsk,58.6881,99.1844,-1.42,98,100,1.53,RU,1701656771
566,north bend,43.4065,-124.2243,14.36,94,100,6.69,US,1701656771
567,xinyuan,37.3,99.0,-8.84,50,0,2.04,CN,1701656771
568,kidal,18.4411,1.4078,20.85,12,9,4.58,ML,1701656771
569,panorama,40.5878,23.0315,9.47,65,20,7.72,GR,1701656772
570,puerto colombia,10.9878,-74.9547,27.05,83,41,9.33,CO,1701656772
571,tianpeng,30.9866,103.9393,12.02,69,31,1.5,CN,1701656772
572,stephenville,32.2207,-98.2023,16.25,35,0,2.24,US,1701656772
573,bangui,4.3612,18.555,22.34,95,100,1.12,CF,1701656772
574,ladario,-19.0047,-57.6017,27.27,64,37,0.37,BR,1701656772
575,cold springs,39.6802,-119.9766,8.88,65,100,3.58,US,1701656773
576,skeldon,5.8833,-57.1333,25.43,88,3,3.21,GY,1701656773
577,kayangel,8.0823,134.7173,26.15,89,100,10.5,PW,1701656773
578,sao joao da barra,-21.6403,-41.0511,24.49,89,16,9.7,BR,1701656773
579,pandan,14.0453,124.1694,27.15,88,59,6.12,PH,1701656773
580,bakanas,44.8081,76.2772,7.04,87,100,5.47,KZ,1701656773
581,parakou,9.3372,2.6303,22.73,18,12,1.54,BJ,1701656774
582,frasin,47.5333,25.8,-2.64,87,8,0.53,RO,1701656774
